1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
"2020","01887TCMTX115EA","110000310119","TECOMET","115 EAMES ST","WILMINGTON","MIDDLESEX","MA","01887","","","42.53031","-71.15332","NAD83","NA","","TECOMET INC","NO","339","Miscellaneous Manufacturing","","","","","","","","","","","","","1320219328349","Chromium","NO","0007440473","7440-47-3","150060","YES","TRI","YES","1","NO","NO","R","Pounds","0","10.84","0","0","0","0","0","0","0","0","0","0","0","0","10.84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1896","0","1896","0","0","8061","0","0","8061","0","0","0","0","0","0","0","0","0","0","0","9957","1906.84","0","0","10.84","0","1896","0","0","0","8061","0","0","9967.84","","PRODUCTION","1.09"
"2020","01453CMCMN165PI","110030818596","HIGHLINE WARREN LLC","163 PIONEER DR","LEOMINSTER","WORCESTER","MA","01453","","","42.531387","-71.70778","NAD83","HIGHLINE WARREN LLC","117893277","HIGHLINE WARREN LLC","NO","325","Chemicals","","","","","","","","","","","","","1320218728006","Methanol","NO","0000067561","67-56-1","4283","YES","TRI","NO","0","NO","NO","R","Pounds","1308","2145","0","0","0","0","0","0","0","0","0","0","0","0","3453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3453","0","0","3453","0","0","0","0","0","0","0","0","3453","","PRODUCTION",".93"
"2020","0214WPRDGM243ME","110060257083","PARADIGM PRECISION HOLDINGS LLC","243 MEDFORD ST","MALDEN","MIDDLESEX","MA","02148","","","42.41772","-71.07499","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219155951","Chromium","NO","0007440473","7440-47-3","150060","YES","TRI","YES","1","NO","NO","R","Pounds","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0",".2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".2","0","30759","0","0","0","30759","0","0","0","0","0","0","0","0","0","0","0","30759.2","5.2","0","0","5","0",".2","0","0","0","30759","0","0","30764.2","","PRODUCTION",".7"
"2020","02215DVNCD474BR","110000881733","MATEP LLC","474 BROOKLINE AVE","BOSTON","SUFFOLK","MA","02215","","","42.336667","-71.108333","NAD83","LONGWOOD ENERGY PARTNERS LLC","NA","LONGWOOD ENERGY PARTNERS LLC","NO","2211","Electric Utilities","","","","","","","","","","","","","1320218719969","Ammonia","NO","0007664417","7664-41-7","152389","NO","TRI","NO","0","NO","NO","R","Pounds","0","7849","0","0","0","0","0","0","0","0","0","0","0","0","7849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.27","4.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.27","7853.27","0","0","7849","0","4.27","0","0","0","0","0","0","7853.27","","PRODUCTION",".99"
"2020","0214WPRDGM243ME","110060257083","PARADIGM PRECISION HOLDINGS LLC","243 MEDFORD ST","MALDEN","MIDDLESEX","MA","02148","","","42.41772","-71.07499","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219155963","Cobalt","NO","0007440484","7440-48-4","150078","YES","TRI","YES","1","YES","NO","R","Pounds","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0",".04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".04","0","6325","0","0","0","6325","0","0","0","0","0","0","0","0","0","0","0","6325.04","5.04","0","0","5","0",".04","0","0","0","6325","0","0","6330.04","","PRODUCTION",".7"
"2020","0214WPRDGM243ME","110060257083","PARADIGM PRECISION HOLDINGS LLC","243 MEDFORD ST","MALDEN","MIDDLESEX","MA","02148","","","42.41772","-71.07499","NAD83","NA","","","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219154869","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","R","Pounds","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0",".55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".55","0","76697","0","0","0","76697","0","0","0","0","0","0","0","0","0","0","0","76697.55","5.55","0","0","5","0",".55","0","0","0","76697","0","0","76702.55","","PRODUCTION",".7"
"2020","02035FXBRC33COM","110000310565","SCHNEIDER ELECTRIC","38 NEPONSET AVE","FOXBORO","NORFOLK","MA","02035","","","42.06844","-71.2474","NAD83","SCHNEIDER ELECTRIC USA INC","154209639","SCHNEIDER ELECTRIC USA INC","NO","334","Computers and Electronic Products","","","","","","","","","","","","","1320218818464","Nickel","NO","0007440020","7440-02-0","149674","YES","TRI","YES","1","YES","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","24","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","5898","5898","0","0","0","0","0","0","0","0","0","0","0","5926","28","0","0","0","9.12","18.88","0","0","0","5898","0","0","5926","","PRODUCTION",".73"
"2020","02035FXBRC33COM","110000310565","SCHNEIDER ELECTRIC","38 NEPONSET AVE","FOXBORO","NORFOLK","MA","02035","","","42.06844","-71.2474","NAD83","SCHNEIDER ELECTRIC USA INC","154209639","SCHNEIDER ELECTRIC USA INC","NO","334","Computers and Electronic Products","","","","","","","","","","","","","1320218818437","Chromium","NO","0007440473","7440-47-3","150060","YES","TRI","YES","1","NO","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","22","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","7583","7583","0","0","0","0","0","0","0","0","0","0","0","7617","34","0","0","0","16.72","17.28","0","0","0","7583","0","0","7617","","PRODUCTION",".73"
"2020","02149DNCNG69NOR","110000311047","DUNCAN GALVANIZING CORP.","69 NORMAN ST","EVERETT","MIDDLESEX","MA","02149","","","42.406555","-71.067522","NAD83","NA","","NA","NO","332","Fabricated Metals","","","","","","","","","","","","","1320218899401","Xylene (mixed isomers)","NO","0001330207","1330-20-7","84970","YES","TRI","NO","0","NO","NO","R","Pounds","0","11000","0","0","0","0","0","0","0","0","0","0","0","0","11000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1384","0","1384","0","0","0","0","0","0","0","0","1384","11000","0","0","11000","0","0","0","1384","0","0","0","0","12384","","PRODUCTION","1.03"
"2020","02149DNCNG69NOR","110000311047","DUNCAN GALVANIZING CORP.","69 NORMAN ST","EVERETT","MIDDLESEX","MA","02149","","","42.406555","-71.067522","NAD83","NA","","NA","NO","332","Fabricated Metals","","","","","","","","","","","","","1320218899413","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","R","Pounds","3200","0","0","0","0","0","0","0","0","0","0","0","0","0","3200",".27","0",".27","0","77830","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77830.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77830.27","81030.27","0","0","3200",".1782","77830.0918","0","0","0","0","0","0","81030.27","","PRODUCTION","1.03"
"2020","02149DNCNG69NOR","110000311047","DUNCAN GALVANIZING CORP.","69 NORMAN ST","EVERETT","MIDDLESEX","MA","02149","","","42.406555","-71.067522","NAD83","NA","","NA","NO","332","Fabricated Metals","","","","","","","","","","","","","1320218899399","Lead  And Lead Compounds","YES","N420","N420","650002","YES","PBT","YES","1","NO","NO","R","Pounds","12","0","0","0","0","0","0","0","0","0","0","0","0","0","12",".2","0",".2","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300.2","312.2","0","0","12",".126","300.074","0","0","0","0","0","0","312.2","","ACTIVITY","1"
"2020","01085THCLM1CYCL","110000308195","COLUMBIA MANUFACTURING INC","1 CYCLE ST","WESTFIELD","HAMPDEN","MA","01085","","","42.11144","-72.74138","NAD83","NA","","NA","NO","337","Furniture","","","","","","","","","","","","","1320219013683","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","PRODUCTION",".7"
"2020","02780VSTNT585JH","110022831952","V&S TAUNTON GALVANIZING LLC","585 JOHN HANCOCK RD","TAUNTON","BRISTOL","MA","02780","","","41.93571","-71.12869","NAD83","VOIGT & SCHWEITZER LLC","005582783","VOIGT & SCHWEITZER LLC","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219009887","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","R","Pounds","341","35","177","0","0","0","0","0","0","0","0","0","0","0","553","0","0","0","0","0","0","0","0","0","13694","0","0","0","0","0","0","0","0","0","1463","0","0","15157","0","143223","0","0","0","143223","0","0","0","0","0","0","0","0","0","0","0","158380","15710","0","0","553","13694","1463","0","0","258200","143223","0","0","417133","","PRODUCTION",".79"
"2020","02780VSTNT585JH","110022831952","V&S TAUNTON GALVANIZING LLC","585 JOHN HANCOCK RD","TAUNTON","BRISTOL","MA","02780","","","41.93571","-71.12869","NAD83","VOIGT & SCHWEITZER LLC","005582783","VOIGT & SCHWEITZER LLC","NO","332","Fabricated Metals","","","","","","","","","","","","","1320219009875","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds","3.2",".33","1.7","0","0","0","0","0","0","0","0","0","0","0","5.23","0","0","0","0","0","0","0","0","0","48.7","0","0","0","0","0","0","0","0","0","7.9","0","0","56.6","0","2243.3","0","0","0","2243.3","0","0","0","0","0","0","0","0","0","0","0","2299.9","61.83","0","0","5.23","48.7","7.9","0","0","1305","2243.3","0","0","3610.13","","PRODUCTION",".79"
"2020","01757BNJMN49SUM","110041973941","BENJAMIN MOORE & CO-MILFORD","49 SUMNER ST","MILFORD","WORCESTER","MA","01757","","","42.14703","-71.51707","NAD83","BERKSHIRE HATHAWAY INC","001210715","BERKSHIRE HATHAWAY INC","NO","325","Chemicals","","","","","","","","","","","","","1320219161306","Ethylbenzene","NO","0000100414","100-41-4","19406","YES","TRI","NO","0","YES","NO","R","Pounds","8.38","46.51","0","0","0","0","0","0","0","0","0","0","0","0","54.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130.63","0","130.63","0","0","0","0","0","0","0","0","130.63","54.89","0","0","54.89","0","0","0","130.63","250.65","0","0","0","436.17","","PRODUCTION","1.34"
"2020","01757BNJMN49SUM","110041973941","BENJAMIN MOORE & CO-MILFORD","49 SUMNER ST","MILFORD","WORCESTER","MA","01757","","","42.14703","-71.51707","NAD83","BERKSHIRE HATHAWAY INC","001210715","BERKSHIRE HATHAWAY INC","NO","325","Chemicals","","","","","","","","","","","","","1320219161371","Vinyl acetate","NO","0000108054","108-05-4","24828","YES","TRI","NO","0","YES","NO","R","Pounds","6.24","8.84","0","0","0","0","0","0","0","0","0","0","0","0","15.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.08","0","0","15.08","0","0","0","0","0","0","0","0","15.08","","PRODUCTION","1.29"
"2020","01757BNJMN49SUM","110041973941","BENJAMIN MOORE & CO-MILFORD","49 SUMNER ST","MILFORD","WORCESTER","MA","01757","","","42.14703","-71.51707","NAD83","BERKSHIRE HATHAWAY INC","001210715","BERKSHIRE HATHAWAY INC","NO","325","Chemicals","","","","","","","","","","","","","1320219161318","Xylene (mixed isomers)","NO","0001330207","1330-20-7","84970","YES","TRI","NO","0","NO","NO","R","Pounds","8","51","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","516","0","516","0","0","0","0","0","0","0","0","516","59","0","0","59","0","0","0","516","251","0","0","0","826","","PRODUCTION","1.34"
"2020","01757BNJMN49SUM","110041973941","BENJAMIN MOORE & CO-MILFORD","49 SUMNER ST","MILFORD","WORCESTER","MA","01757","","","42.14703","-71.51707","NAD83","BERKSHIRE HATHAWAY INC","001210715","BERKSHIRE HATHAWAY INC","NO","325","Chemicals","","","","","","","","","","","","","1320219161369","Lead","NO","0007439921","7439-92-1","149583","YES","PBT","YES","1","YES","NO","R","Pounds",".08","0","0","0","0","0","0","0","0","0","0","0","0","0",".08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".08","0","0",".08","0","0","0","0",".07","0","0","0",".15","","PRODUCTION","1.3"
"2020","01757BNJMN49SUM","110041973941","BENJAMIN MOORE & CO-MILFORD","49 SUMNER ST","MILFORD","WORCESTER","MA","01757","","","42.14703","-71.51707","NAD83","BERKSHIRE HATHAWAY INC","001210715","BERKSHIRE HATHAWAY INC","NO","325","Chemicals","","","","","","","","","","","","","1320219161332","Zinc compounds","NO","N982","N982","649699","NO","TRI","YES","1","NO","NO","R","Pounds","97","0","0","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","315","0","0","0","0","0","0","0","315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","315","412","0","0","97","0","315","0","0","617","0","0","0","1029","","PRODUCTION","1.3"
"2020","01757BNJMN49SUM","110041973941","BENJAMIN MOORE & CO-MILFORD","49 SUMNER ST","MILFORD","WORCESTER","MA","01757","","","42.14703","-71.51707","NAD83","BERKSHIRE HATHAWAY INC","001210715","BERKSHIRE HATHAWAY INC","NO","325","Chemicals","","","","","","","","","","","","","1320219161357","3-Iodo-2-propynyl butylcarbamate","NO","0055406536","55406-53-6","304113","NO","TRI","NO","0","NO","NO","R","Pounds","13.95","0","0","0","0","0","0","0","0","0","0","0","0","0","13.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.95","0","0","13.95","0","0","0","0","86.43","0","0","0","100.38","","PRODUCTION","1.29"
